SEQN,SDDSRVYR,RIDSTATR,RIDEXMON,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDAGEEX,RIDRETH1,DMQMILIT,DMDBORN2,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDSCHOL,DMDMARTL,DMDHHSIZ,DMDFMSIZ,INDHHIN2,INDFMIN2,INDFMPIR,RIDEXPRG,DMDHRGND,DMDHRAGE,DMDHRBR2,DMDHREDU,DMDHRMAR,DMDHSEDU,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANG,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
59219,6,2,2,1,32,392,393,4,2,1,1,0,0,5,0,5,1,1,6,6,2,0,1,32,1,5,5,0,1,2,2,1,2,2,1,2,2,1,25679,25958,2,84
59220,6,2,1,2,5,71,72,3,0,1,1,0,0,0,0,0,7,7,12,12,0,0,2,80,1,3,2,0,1,1,2,1,2,2,0,0,0,0,47853,49620,2,80
59221,6,2,1,2,12,152,153,1,0,1,1,0,6,0,1,0,2,2,2,2,0,0,2,40,2,2,2,0,2,1,2,2,2,2,1,2,2,1,9710,9828,3,86
59222,6,2,1,1,19,236,237,3,2,1,1,0,15,0,1,0,4,1,2,2,0,0,1,19,1,4,0,0,1,2,2,1,2,2,1,2,2,1,41833,41769,1,84
59223,6,2,2,1,71,857,858,4,2,1,1,0,0,2,0,1,2,2,5,5,1,0,2,70,1,5,1,2,1,2,2,1,2,2,1,2,2,0,11983,13399,2,81
59224,6,2,2,1,39,474,475,3,2,1,1,0,0,5,0,1,4,4,15,15,5,0,2,37,1,5,1,5,1,2,2,1,2,2,1,2,2,1,57693,58721,1,79
59225,6,2,2,2,9,112,114,5,0,1,1,0,3,0,2,0,5,5,14,14,2,0,2,36,5,5,1,3,1,1,2,1,2,2,1,2,2,0,32666,32755,1,77
59226,6,2,1,1,64,776,777,3,2,1,1,0,0,3,0,3,1,1,2,2,0,0,1,64,1,3,3,0,1,2,2,1,2,2,1,2,2,1,22132,22253,2,80
59227,6,2,2,1,0,10,12,3,0,1,1,0,0,0,0,0,3,3,1,1,0,0,2,36,5,5,1,0,1,1,2,1,2,2,0,0,0,0,6316,6380,1,89
59228,6,2,1,2,15,186,187,1,0,2,2,3,9,0,1,0,7,7,8,8,1,0,1,49,2,2,1,2,2,1,2,1,2,2,1,2,2,1,12034,12419,1,85
59229,6,2,2,1,51,615,615,4,2,1,1,0,0,3,0,5,7,1,12,1,0,0,1,62,1,4,5,0,1,2,2,1,2,2,1,2,2,1,12838,12664,1,89
59230,6,2,2,2,67,806,807,3,2,1,1,0,0,4,0,1,2,2,7,7,2,0,2,67,1,4,1,5,1,2,2,1,2,2,1,2,2,1,65849,65138,2,76
59231,6,2,1,2,9,111,111,1,0,1,1,0,3,0,1,0,3,3,4,4,0,0,2,42,2,1,1,1,2,1,2,1,2,2,1,2,2,0,12462,12913,2,83
59232,6,2,2,1,70,841,841,3,2,1,1,0,0,2,0,1,2,2,6,6,1,0,2,70,1,2,1,2,1,2,2,1,2,2,1,2,2,0,33722,33645,2,76
59233,6,2,1,1,10,131,132,1,0,1,1,0,4,0,1,0,6,6,6,6,0,0,2,32,1,3,1,4,1,1,2,1,2,2,1,2,2,0,9270,9407,1,81
59234,6,2,1,1,2,33,34,1,0,1,1,0,0,0,0,0,4,4,3,3,0,0,2,28,2,2,1,2,2,1,2,2,2,2,0,0,0,0,7408,7395,1,85
59235,6,2,1,2,18,226,227,1,2,1,1,0,13,0,1,0,2,1,3,2,0,0,1,26,1,3,6,0,1,2,2,1,2,2,1,2,2,1,10698,11701,1,85
59236,6,2,1,1,64,775,777,3,2,5,2,9,0,5,0,5,3,3,14,14,4,0,2,80,0,0,1,0,1,2,2,1,2,2,0,0,0,0,60764,60349,2,81
59237,6,2,1,1,55,664,665,3,2,1,1,0,0,3,0,1,2,2,8,8,3,0,2,51,1,5,1,3,1,2,2,1,2,2,1,2,2,1,98924,98371,2,79
59238,6,2,1,1,21,260,261,4,2,1,1,0,0,3,0,5,3,3,6,6,1,0,2,50,1,4,3,0,1,2,2,1,2,2,1,2,2,1,23988,24702,1,84
59239,6,2,1,1,78,946,946,3,2,1,1,0,0,5,0,1,2,2,8,8,3,0,1,78,1,5,1,4,1,2,2,1,2,2,1,2,2,0,35221,35823,1,82
59240,6,2,2,2,80,0,0,3,2,5,1,9,0,4,0,2,1,1,4,4,1,0,2,80,5,4,2,0,1,2,2,1,2,2,1,2,2,0,25389,26983,2,76
59241,6,2,1,1,30,363,364,1,2,1,1,0,0,4,0,5,2,1,8,5,2,0,1,53,2,2,3,0,1,2,2,1,2,2,1,2,2,1,32633,35155,1,83
59242,6,2,2,2,6,77,79,2,0,1,1,0,0,0,0,0,3,3,6,6,1,0,1,29,4,3,4,0,2,1,2,1,2,2,0,0,0,0,10780,11445,1,75
59243,6,2,2,2,1,15,15,3,0,1,1,0,0,0,0,0,4,4,15,15,5,0,2,35,1,5,1,5,1,1,2,1,2,2,0,0,0,0,27915,30933,1,79
59244,6,2,2,1,2,30,31,2,0,1,1,0,0,0,0,0,7,7,77,77,0,0,2,53,4,1,5,0,2,1,2,2,2,2,0,0,0,0,8317,8316,2,78
59245,6,2,1,2,40,482,483,1,2,1,1,0,0,2,0,3,7,7,8,8,1,2,1,21,2,4,1,2,1,2,2,1,2,2,2,2,2,1,21182,21284,1,75
59246,6,2,2,1,47,567,568,4,2,1,1,0,0,4,0,1,6,6,15,15,5,0,1,47,1,4,1,4,1,2,2,1,2,2,1,2,2,1,22953,22829,2,79
59247,6,2,1,2,48,585,586,4,2,1,1,0,0,4,0,5,4,4,10,10,3,0,2,48,1,4,5,0,1,2,2,1,2,2,1,2,2,1,35354,36077,1,83
59248,6,2,1,1,50,606,606,4,1,1,1,0,0,5,0,1,4,4,15,15,5,0,2,44,1,2,1,5,1,2,2,1,2,2,1,2,2,1,17158,17066,1,84
59249,6,2,2,1,71,854,855,4,2,1,1,0,0,2,0,1,2,2,8,8,3,0,1,71,1,2,1,4,1,2,2,1,2,2,1,2,2,0,9747,10540,1,78
59250,6,2,2,2,66,793,794,4,2,1,1,0,0,4,0,1,2,2,14,14,5,0,1,64,1,4,1,4,1,2,2,1,2,2,1,2,2,1,18879,19084,2,78
59251,6,2,1,2,43,517,517,3,2,1,1,0,0,2,0,3,3,3,2,2,0,2,2,43,1,2,3,0,1,2,2,1,2,2,1,2,2,1,19683,20085,2,80
59252,6,2,2,1,10,131,131,3,0,1,1,0,4,0,1,0,5,5,9,9,2,0,1,48,1,5,1,5,1,1,2,1,2,2,1,2,2,0,72460,74612,2,79
59253,6,2,2,2,37,448,448,4,2,1,1,0,0,4,0,3,4,4,7,7,1,2,2,37,1,4,3,0,1,2,2,1,2,2,1,2,2,1,39905,40866,2,75
59254,6,2,1,1,11,141,142,1,0,1,1,0,6,0,1,0,6,6,5,5,0,0,2,39,2,1,6,0,1,0,2,1,2,2,1,2,2,0,7154,7287,3,86
59255,6,2,1,2,0,9,10,4,0,1,1,0,0,0,0,0,6,6,14,14,2,0,2,32,1,5,1,5,1,1,2,1,2,2,0,0,0,0,6829,6609,1,84
59256,6,2,1,2,36,442,443,2,2,1,1,0,0,3,0,6,5,5,14,14,3,2,2,36,1,3,6,0,1,2,2,1,2,2,1,2,2,1,30844,31623,1,75
59257,6,2,2,2,47,565,565,4,2,1,1,0,0,3,0,5,1,1,12,12,0,0,2,47,1,3,5,0,1,2,2,1,2,2,1,2,2,1,24864,27004,1,80
59258,6,2,1,1,28,336,337,1,2,2,2,99,0,3,0,1,5,5,0,0,0,0,1,28,2,3,1,0,2,2,2,0,0,0,2,2,2,2,23441,23541,1,75
59259,6,2,2,2,10,131,132,3,0,5,1,4,5,0,2,0,3,3,14,14,4,0,2,49,1,5,1,4,1,1,2,1,2,2,1,2,2,0,34859,35384,1,80
59260,6,2,1,1,60,730,731,1,2,2,2,5,0,3,0,1,7,7,6,6,0,0,1,41,2,3,1,1,2,2,2,2,2,2,0,0,0,0,7768,7504,2,87
59261,6,2,2,2,5,60,61,4,0,1,1,0,0,0,0,0,3,3,77,77,0,0,2,26,1,3,5,0,1,1,2,1,2,2,0,0,0,0,19958,20739,2,78
59262,6,2,1,2,0,5,6,3,0,1,1,0,0,0,0,0,5,5,14,14,3,0,2,37,5,5,1,5,1,1,2,1,2,2,0,0,0,0,16565,18479,1,85
59263,6,2,1,1,29,349,350,1,2,2,2,4,0,2,0,6,7,7,9,9,1,0,2,35,4,3,6,0,2,2,2,2,2,2,2,2,2,2,21603,21567,1,88
59264,6,2,2,2,35,424,424,3,2,1,1,0,0,4,0,5,2,2,5,5,1,2,2,35,1,4,5,0,1,2,2,1,2,2,1,2,2,1,70234,71608,2,77
59265,6,2,1,1,4,59,60,1,0,1,1,0,0,0,0,0,3,1,12,99,0,0,2,31,1,4,5,0,1,1,2,1,2,2,0,0,0,0,13078,13407,2,85
59266,6,2,1,2,1,18,20,3,0,1,1,0,0,0,0,0,4,4,4,4,0,0,2,21,1,3,6,0,1,1,2,1,2,2,0,0,0,0,9149,9727,2,82
59267,6,2,2,2,15,185,186,1,0,1,1,0,9,0,2,0,6,6,6,6,0,0,1,50,2,2,1,3,2,1,2,2,2,2,1,2,2,1,14719,15189,1,87
59268,6,2,1,2,80,0,0,2,2,4,2,4,0,1,0,2,7,7,14,14,2,0,2,44,4,4,1,4,2,2,2,1,2,2,2,1,2,0,8091,9054,2,85
59269,6,2,1,2,13,157,158,1,0,1,1,0,5,0,1,0,5,5,6,6,0,0,2,46,2,3,4,0,1,1,2,1,2,2,1,2,2,1,12481,12586,1,81
59270,6,2,1,1,14,179,180,1,0,1,1,0,8,0,1,0,5,5,6,6,1,0,2,43,1,4,3,0,1,1,2,1,2,2,1,2,2,1,17242,17505,1,75
59271,6,2,2,2,43,524,525,3,2,1,1,0,0,4,0,1,7,7,9,9,1,2,1,41,1,4,1,4,1,2,2,1,2,2,1,2,2,1,14807,14787,2,81
59272,6,2,2,1,12,150,151,1,0,1,1,0,6,0,2,0,6,6,8,8,1,0,1,42,1,3,1,4,1,1,2,1,2,2,1,2,2,1,12056,12526,2,80
59273,6,2,2,2,48,578,579,3,2,1,1,0,0,3,0,3,2,2,8,8,3,0,2,48,1,3,3,0,1,2,2,1,2,2,1,2,2,1,78653,78547,1,76
59274,6,2,1,2,68,818,818,1,2,2,1,8,0,1,0,1,3,3,5,5,1,0,1,72,1,2,1,1,2,2,2,1,2,2,2,2,2,2,6878,7084,1,81
59275,6,2,2,2,12,151,152,3,0,1,1,0,6,0,2,0,4,4,15,15,5,0,2,39,1,5,3,0,1,1,2,1,2,2,1,2,2,1,65479,67137,2,78
59276,6,2,2,2,15,188,189,3,0,1,1,0,8,0,1,0,7,7,15,15,5,0,1,47,1,5,1,5,1,1,2,1,2,2,1,2,2,1,58009,59502,2,77
59277,6,1,0,2,2,33,0,5,0,1,1,0,0,0,0,0,5,5,77,77,0,0,2,38,5,5,1,5,1,1,2,1,2,2,0,0,0,0,24809,0,1,85
59278,6,2,2,1,4,49,50,3,0,1,1,0,0,0,0,0,5,5,8,8,1,0,2,33,1,4,1,2,1,1,2,1,2,2,0,0,0,0,39673,41950,2,76
59279,6,2,1,1,26,314,315,3,2,1,1,0,0,2,0,1,4,4,6,6,1,0,1,26,1,2,1,2,1,2,2,1,2,2,1,2,2,1,22939,23743,3,86
59280,6,2,2,2,25,309,310,2,2,4,2,77,0,3,0,1,4,3,12,13,0,3,2,25,4,3,1,3,2,2,2,2,2,2,2,2,2,2,24471,24979,2,78
59281,6,2,2,2,3,36,38,1,0,1,1,0,0,0,0,0,5,5,6,6,1,0,1,46,1,3,6,0,1,1,2,1,2,2,0,0,0,0,13597,14391,1,87
59282,6,2,2,2,42,510,511,3,2,1,1,0,0,1,0,6,3,1,1,1,0,2,2,42,1,1,6,0,1,2,2,1,2,2,1,2,2,1,13957,13939,1,80
59283,6,2,2,2,13,167,167,4,0,1,1,0,7,0,1,0,5,5,15,15,3,0,2,42,5,5,1,5,1,1,2,1,2,2,0,0,0,0,14195,14679,1,78
59284,6,2,2,1,51,621,622,3,2,1,1,0,0,5,0,1,4,4,15,15,5,0,1,51,1,5,1,5,1,2,2,1,2,2,1,2,2,1,88102,89543,1,77
59285,6,2,2,2,2,30,30,4,0,1,1,0,0,0,0,0,3,3,2,2,0,0,2,37,1,2,4,0,1,1,2,1,2,2,0,0,0,0,10559,11437,2,84
59286,6,2,2,1,3,38,38,3,0,1,1,0,0,0,0,0,4,4,15,15,4,0,1,32,1,4,1,4,1,1,2,1,2,2,0,0,0,0,36936,39056,1,86
59287,6,2,2,1,1,17,18,2,0,1,1,0,0,0,0,0,7,5,77,77,0,0,1,44,2,1,1,0,2,1,2,2,2,2,0,0,0,0,8317,8316,2,78
59288,6,2,1,1,19,234,235,1,2,1,1,0,12,0,3,0,1,1,3,3,1,0,1,19,1,2,0,0,1,2,2,1,2,2,1,2,2,1,8708,9589,1,88
59289,6,2,2,1,30,364,364,4,2,5,2,2,0,4,0,5,3,3,6,6,1,0,1,30,5,4,5,0,1,2,2,1,2,2,1,2,2,1,32821,33061,2,78
59290,6,2,2,2,45,550,551,1,2,2,2,6,0,1,0,5,4,2,9,6,2,0,1,51,2,1,1,0,2,2,2,2,2,2,2,2,2,2,21349,21698,1,87
59291,6,2,2,2,30,366,367,3,2,1,1,0,0,4,0,3,5,4,13,13,0,2,2,30,1,4,3,0,1,2,2,1,2,2,1,2,2,1,15526,16117,1,76
59292,6,2,1,1,4,52,52,1,0,1,1,0,0,0,0,0,6,3,6,4,0,0,1,44,2,3,1,1,2,1,2,2,2,2,0,0,0,0,11497,11786,2,87
59293,6,2,1,1,35,421,423,1,1,1,1,0,0,5,0,5,4,4,3,3,0,0,1,34,1,5,6,0,1,2,2,1,2,2,1,2,2,1,28278,30097,1,81
59294,6,2,2,1,43,522,522,3,2,1,1,0,0,3,0,1,1,1,5,5,1,0,1,43,1,3,1,0,1,2,2,1,2,2,1,2,2,1,22651,23449,2,76
59295,6,2,1,1,45,548,549,2,2,4,2,5,0,5,0,1,7,7,14,14,2,0,2,66,4,2,2,0,2,2,2,2,2,2,1,2,2,1,18205,18719,2,82
59296,6,2,2,2,72,864,864,3,2,1,1,0,0,5,0,5,1,1,3,3,1,0,2,72,1,5,5,0,1,2,2,1,2,2,1,2,2,0,37776,38557,2,81
59297,6,2,2,1,8,105,107,4,0,1,1,0,3,0,2,0,5,5,14,14,3,0,1,47,5,4,1,3,1,1,2,1,2,2,1,2,2,0,14193,14651,2,78
59298,6,2,1,1,18,222,223,4,2,1,1,0,11,0,1,0,6,6,4,4,0,0,1,49,1,2,1,2,1,2,2,1,2,2,1,2,2,1,17203,16851,1,83
59299,6,2,1,2,39,477,478,1,2,2,1,6,0,4,0,6,5,5,5,5,0,2,2,39,2,4,6,0,2,2,2,2,2,2,0,0,0,0,18371,18572,1,81
59300,6,2,1,1,22,271,272,1,2,2,2,2,0,1,0,5,4,2,7,7,2,0,1,21,2,3,5,0,2,2,1,2,2,1,2,2,2,2,33015,33156,1,83
59301,6,2,2,1,5,63,64,3,0,1,1,0,0,0,0,0,4,4,15,15,4,0,1,46,1,4,1,5,1,1,2,1,2,2,0,0,0,0,76174,80547,2,79
59302,6,2,1,1,6,83,84,5,0,1,1,0,0,0,0,0,3,3,7,7,2,0,2,30,1,3,4,0,1,1,2,1,2,2,0,0,0,0,14049,14920,1,82
59303,6,2,1,1,7,88,89,3,0,1,1,0,1,0,1,0,4,4,5,5,1,0,2,36,1,3,1,0,1,1,2,1,2,2,0,0,0,0,24099,24483,1,77
59304,6,2,2,1,42,513,514,4,2,1,1,0,0,3,0,5,2,2,1,1,0,0,1,46,1,3,5,0,1,2,2,1,2,2,1,2,2,1,27707,27655,2,81
59305,6,2,2,1,2,25,26,1,0,1,1,0,0,0,0,0,5,5,6,6,1,0,1,33,2,1,1,1,2,1,2,2,2,2,0,0,0,0,9554,10209,1,87
59306,6,2,2,1,70,846,847,3,1,1,1,0,0,4,0,5,1,1,8,8,4,0,1,70,1,4,5,0,1,2,2,1,2,2,1,2,2,0,29315,29609,1,77
59307,6,1,0,1,25,302,0,4,2,1,1,0,0,3,0,5,5,1,3,2,0,0,1,25,1,3,5,0,1,2,2,1,2,2,0,0,0,0,28750,0,2,87
59308,6,2,2,1,33,401,401,2,2,4,2,3,0,1,0,6,4,4,77,77,0,0,1,33,4,1,6,0,2,2,2,2,2,2,2,2,2,2,31310,33324,2,77
59309,6,2,2,2,17,204,205,1,2,2,7,99,10,0,1,0,6,6,4,4,0,0,1,20,2,1,1,1,2,2,2,1,2,2,1,2,2,1,15924,16432,2,75
59310,6,2,1,1,30,361,361,3,2,1,1,0,0,2,0,5,4,4,14,14,3,0,2,48,1,2,1,2,1,2,2,1,2,2,1,2,2,1,20796,21167,2,83
59311,6,2,2,2,0,0,1,1,0,1,1,0,0,0,0,0,5,3,12,99,0,0,2,27,2,1,1,1,2,1,2,2,2,2,0,0,0,0,5727,6023,1,87
59312,6,2,1,2,67,813,814,3,2,1,1,0,0,4,0,1,2,2,4,4,1,0,2,67,1,4,1,2,1,2,2,1,2,2,1,2,2,1,27216,27444,2,83
59313,6,1,0,2,1,16,0,1,0,1,1,0,0,0,0,0,3,3,7,7,2,0,1,23,2,3,1,4,1,1,2,1,2,2,0,0,0,0,8862,0,2,86
59314,6,2,2,2,47,566,567,1,2,2,2,7,0,1,0,1,3,3,5,5,1,0,1,48,2,1,1,1,2,2,2,2,2,2,2,2,2,2,21349,21698,1,87
59315,6,2,2,1,11,139,139,5,0,1,1,0,4,0,1,0,4,4,7,7,1,0,1,51,1,1,1,3,1,1,2,1,2,2,1,2,2,0,15811,16322,2,81
59316,6,2,1,1,54,656,657,3,2,1,1,0,0,1,0,3,1,1,2,2,0,0,1,54,1,1,3,0,1,2,2,1,2,2,1,2,2,1,24437,24300,2,80
59317,6,2,2,1,21,259,260,3,2,1,1,0,0,4,0,6,4,4,6,6,1,0,2,31,1,3,6,0,1,2,2,1,2,2,1,2,2,1,30434,31652,1,77
59318,6,2,1,2,6,80,81,1,0,1,1,0,0,0,0,0,7,7,2,2,0,0,2,41,1,1,1,1,2,1,2,1,2,2,0,0,0,0,15202,15694,1,75
59319,6,2,1,2,2,32,33,1,0,1,1,0,0,0,0,0,7,7,6,6,0,0,1,66,2,1,5,0,2,1,2,2,2,2,0,0,0,0,7210,7443,1,88
59320,6,2,2,1,72,868,869,3,2,1,1,0,0,5,0,3,1,1,8,8,4,0,1,72,1,5,3,0,1,2,2,1,2,2,1,2,2,0,34154,34497,2,76
59321,6,2,2,1,74,894,894,3,1,1,1,0,0,5,0,1,2,2,14,14,5,0,1,74,1,5,1,3,1,2,2,1,2,2,1,2,2,0,33006,32931,2,81
59322,6,2,2,1,0,1,2,3,0,1,1,0,0,0,0,0,4,4,4,4,0,0,1,26,1,3,6,0,1,1,2,1,2,2,0,0,0,0,11247,11061,2,75
59323,6,2,1,2,0,0,0,3,0,1,1,0,0,0,0,0,4,4,2,2,0,0,2,27,1,3,4,0,1,1,2,1,2,2,0,0,0,0,8815,9187,2,80
59324,6,2,2,1,65,784,785,3,2,1,1,0,0,3,0,1,2,2,6,6,2,0,1,65,1,3,1,4,1,2,2,1,2,2,1,2,2,1,59047,59368,2,76
59325,6,2,2,2,33,398,400,3,2,1,1,0,0,4,0,1,2,2,14,14,5,1,1,35,1,4,1,4,1,2,2,1,2,2,1,2,2,1,62144,65234,1,77
59326,6,2,1,2,66,794,795,1,2,2,2,7,0,1,0,1,7,7,5,5,0,0,1,77,2,1,1,1,2,2,2,1,2,2,2,2,2,2,6578,6337,2,85
59327,6,2,1,2,44,529,529,3,2,1,1,0,0,5,0,1,2,2,14,14,5,2,1,61,1,5,1,5,1,2,2,1,2,2,1,2,2,1,86562,89003,2,79
59328,6,2,2,1,31,383,384,3,1,1,1,0,0,4,0,1,6,6,15,15,5,0,1,31,1,4,1,5,1,2,2,1,2,2,1,2,2,1,55336,56323,1,79
59329,6,2,2,1,62,751,752,2,2,4,1,9,0,4,0,1,3,3,10,10,3,0,2,61,1,3,1,4,1,2,2,1,2,2,1,2,2,1,7351,7407,2,77
59330,6,2,1,2,4,55,56,1,0,1,1,0,0,0,0,0,7,7,3,3,0,0,2,30,2,3,1,1,2,1,2,2,2,2,0,0,0,0,11552,11682,2,85
59331,6,2,1,1,33,400,401,5,2,5,2,4,0,5,0,1,5,5,6,6,1,0,2,31,5,5,1,5,1,2,2,1,2,2,1,2,2,1,17814,18045,2,87
59332,6,2,1,2,80,0,0,2,2,4,1,5,0,1,0,3,2,2,3,3,0,0,2,80,4,1,3,0,2,2,2,1,2,2,2,2,2,0,12981,15007,2,82
59333,6,2,2,2,72,872,872,2,2,4,2,5,0,3,0,2,4,4,77,77,0,0,1,33,4,1,6,0,2,2,2,2,2,2,2,2,2,0,10915,11802,2,77
59334,6,2,1,1,52,632,633,3,2,1,1,0,0,3,0,1,3,3,9,9,3,0,2,43,1,4,1,3,1,2,2,1,2,2,1,2,2,1,114735,116611,2,75
59335,6,2,1,2,14,168,169,1,0,1,1,0,7,0,1,0,7,7,6,6,0,0,1,41,2,3,1,1,2,1,2,2,2,2,1,2,2,1,14521,14985,2,87
59336,6,2,2,1,15,180,180,3,0,1,1,0,8,0,1,0,3,3,10,10,3,0,1,55,1,5,1,5,1,1,2,1,2,2,1,2,2,1,50721,52335,2,75
59337,6,2,1,1,42,510,510,3,2,5,2,4,0,5,0,3,2,1,4,2,0,0,1,48,5,4,3,0,1,2,2,1,2,2,1,2,2,1,26641,27580,2,75
59338,6,2,1,2,16,193,194,4,0,1,1,0,9,0,1,0,3,3,6,6,1,0,2,51,1,3,3,0,1,2,2,1,2,2,1,2,2,1,20740,21310,1,83
59339,6,2,2,1,3,42,43,2,0,1,1,0,0,0,0,0,4,4,2,2,0,0,2,32,4,2,4,0,2,1,2,1,2,2,0,0,0,0,12531,13390,1,78
59340,6,2,2,2,64,774,775,1,2,1,1,0,0,4,0,1,2,2,8,8,3,0,1,67,2,2,1,4,1,2,2,1,2,2,1,2,2,1,7691,7728,1,87
59341,6,2,2,2,1,19,20,4,0,1,1,0,0,0,0,0,3,3,7,7,1,0,1,37,1,4,1,4,1,1,2,1,2,2,0,0,0,0,12446,12593,1,79
59342,6,2,1,2,46,560,560,2,2,1,1,0,0,5,0,1,3,3,15,15,5,0,2,46,1,5,1,5,1,2,2,1,2,2,1,2,2,1,22081,22758,2,82
59343,6,2,1,2,11,134,134,4,0,1,1,0,4,0,2,0,3,3,12,12,0,0,1,57,1,5,1,4,1,1,2,1,2,2,1,2,2,0,12149,12761,1,88
59344,6,2,1,2,11,142,143,1,0,1,1,0,4,0,1,0,6,6,5,5,0,0,1,39,1,4,1,2,2,1,2,2,2,2,1,2,2,0,15384,16333,1,81
59345,6,2,2,1,76,914,915,3,1,5,1,9,0,2,0,2,3,3,12,12,0,0,1,76,5,2,2,0,1,2,2,1,2,2,1,2,2,0,10292,10395,2,78
59346,6,2,2,1,60,726,727,3,1,1,1,0,0,2,0,2,1,1,4,4,1,0,1,60,1,2,2,0,1,2,2,1,2,2,1,2,2,1,21271,21387,2,79
59347,6,2,2,1,35,428,429,3,2,1,1,0,0,5,0,1,3,3,6,6,1,0,1,35,1,5,1,5,1,2,2,1,2,2,1,2,2,1,57954,58705,1,78
59348,6,2,2,1,79,949,950,4,2,5,1,6,0,2,0,2,1,1,4,4,1,0,1,79,5,2,2,0,1,2,2,1,2,2,1,2,2,0,10806,11603,2,84
59349,6,2,2,2,63,759,759,3,2,1,1,0,0,3,0,1,2,2,7,7,2,0,2,63,1,3,1,2,1,2,2,1,2,2,1,2,2,1,64695,67460,2,77
59350,6,2,1,2,21,253,253,5,2,5,2,2,0,2,0,5,6,6,3,3,0,2,2,44,5,2,1,0,1,2,2,1,2,1,0,0,0,1,74837,75228,2,87
59351,6,2,1,2,15,186,187,4,0,1,1,0,9,0,1,0,4,4,14,14,3,0,1,48,1,4,1,4,1,1,2,1,2,2,1,2,2,1,14569,14484,1,84
59352,6,2,1,1,61,743,745,1,1,1,1,0,0,4,0,1,5,5,5,5,0,0,1,61,1,4,1,2,1,2,2,1,2,2,1,2,2,1,7492,7549,1,81
59353,6,2,2,2,6,77,78,1,0,1,1,0,0,0,0,0,5,5,7,7,1,0,2,30,2,3,1,1,2,1,2,1,2,2,0,0,0,0,10193,10523,1,79
59354,6,2,2,2,9,108,109,4,0,1,1,0,2,0,2,0,5,5,7,7,1,0,2,70,0,0,1,0,1,1,2,1,2,2,1,1,2,0,13169,13405,1,76
59355,6,2,2,2,2,28,29,3,0,1,1,0,0,0,0,0,4,4,14,14,3,0,2,32,1,3,1,3,1,1,2,1,2,2,0,0,0,0,29121,30958,2,81
59356,6,2,1,1,32,388,389,1,2,2,2,77,0,3,0,5,2,1,1,13,0,0,1,30,2,2,5,0,2,2,2,2,2,2,2,2,2,2,22276,24399,2,88
59357,6,2,2,1,25,311,313,4,2,5,2,2,0,5,0,1,6,6,99,99,0,0,1,28,5,5,6,0,1,2,2,1,2,2,1,2,2,1,33335,34328,2,78
59358,6,2,1,2,49,590,591,1,2,2,2,2,0,2,0,1,7,7,9,9,1,0,2,49,2,2,1,4,2,2,2,2,2,2,2,2,2,2,14183,14251,2,85
59359,6,2,1,1,10,123,124,1,0,1,1,0,3,0,1,0,4,4,5,5,0,0,1,35,2,2,1,5,2,1,2,2,2,2,1,2,2,0,10173,10616,1,82
59360,6,2,1,2,48,584,585,3,2,1,1,0,0,4,0,1,2,2,6,6,1,0,1,48,1,4,1,4,1,2,2,1,2,2,1,2,2,1,114478,117706,1,75
59361,6,2,1,1,7,87,89,2,0,1,1,0,1,0,1,0,7,7,1,1,0,0,2,30,1,1,6,0,1,1,2,1,2,2,0,0,0,0,7319,7299,2,88
59362,6,1,0,2,33,404,0,3,2,1,1,0,0,5,0,1,2,2,15,15,5,3,2,33,1,5,1,4,1,2,2,1,2,2,0,0,0,0,55910,0,2,84
59363,6,2,1,2,2,29,29,5,0,1,1,0,0,0,0,0,4,4,7,7,1,0,2,43,1,4,3,0,1,1,2,1,2,2,0,0,0,0,14032,14197,2,75
59364,6,2,2,2,25,310,311,1,2,1,1,0,0,4,0,5,2,1,14,7,3,2,1,25,1,4,6,0,1,2,2,1,2,2,1,2,2,1,20505,21675,1,75
59365,6,2,2,1,2,24,25,3,0,1,1,0,0,0,0,0,5,5,10,10,2,0,1,32,1,5,1,5,1,1,2,1,2,2,0,0,0,0,27088,29855,1,79
59366,6,2,2,1,17,206,207,3,2,1,1,0,11,0,2,0,4,4,9,9,2,0,1,58,1,4,1,5,1,2,2,1,2,2,0,0,0,0,57324,58381,2,81
59367,6,2,2,1,40,487,488,3,2,1,1,0,0,5,0,1,6,6,14,14,2,0,2,41,1,5,1,5,1,2,2,1,2,2,1,2,2,1,74566,75648,2,79
59368,6,2,1,1,22,267,268,1,2,2,2,3,0,1,0,1,4,4,1,1,0,0,1,22,2,1,1,1,2,2,2,1,2,2,2,2,2,2,32451,32588,2,83
59369,6,2,2,1,5,65,66,3,0,1,1,0,0,0,0,0,5,5,14,14,3,0,1,39,1,4,1,5,1,1,2,1,2,2,0,0,0,0,38202,40394,2,78
59370,6,2,2,2,49,592,592,2,2,4,2,6,0,4,0,1,5,5,9,9,2,0,2,49,4,4,1,4,1,2,2,1,2,2,0,0,0,0,20951,21594,2,77
59371,6,2,2,2,80,0,0,3,2,1,1,0,0,3,0,2,1,1,12,12,0,0,2,80,1,3,2,0,1,2,2,1,2,2,1,2,2,0,29691,31555,1,77
