cat,var,count,uniq_count
"Pancakes, waffles, French toast",80,35,28
"Pasta mixed dishes, excludes macaroni and cheese",0,515,401
"Pasta mixed dishes, excludes macaroni and cheese",10,315,264
"Pasta mixed dishes, excludes macaroni and cheese",20,179,150
"Pasta mixed dishes, excludes macaroni and cheese",30,150,120
"Pasta mixed dishes, excludes macaroni and cheese",40,129,103
"Pasta mixed dishes, excludes macaroni and cheese",50,124,102
"Pasta mixed dishes, excludes macaroni and cheese",60,106,88
"Pasta mixed dishes, excludes macaroni and cheese",70,73,57
"Pasta mixed dishes, excludes macaroni and cheese",80,48,40
"Pasta sauces, tomato-based",0,59,55
"Pasta sauces, tomato-based",10,53,51
"Pasta sauces, tomato-based",20,44,43
"Pasta sauces, tomato-based",30,22,21
"Pasta sauces, tomato-based",40,25,23
"Pasta sauces, tomato-based",50,31,28
"Pasta sauces, tomato-based",60,19,18
"Pasta sauces, tomato-based",70,17,14
"Pasta sauces, tomato-based",80,5,5
"Pasta, noodles, cooked grains",0,173,149
"Pasta, noodles, cooked grains",10,103,91
"Pasta, noodles, cooked grains",20,64,59
"Pasta, noodles, cooked grains",30,67,64
"Pasta, noodles, cooked grains",40,53,51
"Pasta, noodles, cooked grains",50,66,61
"Pasta, noodles, cooked grains",60,47,42
"Pasta, noodles, cooked grains",70,27,23
"Pasta, noodles, cooked grains",80,18,17
Peaches and nectarines,0,184,155
Peaches and nectarines,10,86,79
Peaches and nectarines,20,19,17
Peaches and nectarines,30,37,32
Peaches and nectarines,40,42,35
Peaches and nectarines,50,55,50
Peaches and nectarines,60,74,60
Peaches and nectarines,70,36,31
Peaches and nectarines,80,48,35
Pizza,0,636,517
Pizza,10,725,549
Pizza,20,267,200
Pizza,30,211,168
Pizza,40,140,119
Pizza,50,137,105
Pizza,60,92,75
Pizza,70,38,32
Pizza,80,17,15
Popcorn,0,303,263
Popcorn,10,179,161
Popcorn,20,49,49
Popcorn,30,81,72
Popcorn,40,63,58
Popcorn,50,70,60
Popcorn,60,64,58
Popcorn,70,27,27
Popcorn,80,15,15
Pork,0,185,167
Pork,10,153,142
Pork,20,109,93
Pork,30,99,87
Pork,40,140,119
Pork,50,158,127
Pork,60,140,116
Pork,70,80,69
Pork,80,55,43
Potato chips,0,539,447
Potato chips,10,443,372
Potato chips,20,218,188
Potato chips,30,201,169
Potato chips,40,227,183
Potato chips,50,199,163
Potato chips,60,167,137
Potato chips,70,86,75
Potato chips,80,36,32
Poultry mixed dishes,0,243,214
Poultry mixed dishes,10,180,151
Poultry mixed dishes,20,108,96
Poultry mixed dishes,30,120,97
Poultry mixed dishes,40,126,104
Poultry mixed dishes,50,137,111
Poultry mixed dishes,60,109,89
Poultry mixed dishes,70,60,52
Poultry mixed dishes,80,43,37
Pretzels/snack mix,0,158,136
Pretzels/snack mix,10,131,108
Pretzels/snack mix,20,65,55
Pretzels/snack mix,30,57,49
Pretzels/snack mix,40,54,44
Pretzels/snack mix,50,48,38
Pretzels/snack mix,60,54,45
Pretzels/snack mix,70,23,18
Pretzels/snack mix,80,6,5
Processed soy products,0,37,26
Processed soy products,10,27,18
Processed soy products,20,23,21
Processed soy products,30,27,21
Processed soy products,40,25,19
Processed soy products,50,30,22
Processed soy products,60,19,17
Processed soy products,70,7,6
Processed soy products,80,5,4
Protein and nutritional powders,0,27,18
Protein and nutritional powders,10,16,10
Protein and nutritional powders,20,55,29
Protein and nutritional powders,30,33,25
Protein and nutritional powders,40,43,25
Protein and nutritional powders,50,21,14
Protein and nutritional powders,60,18,17
Protein and nutritional powders,70,9,7
Protein and nutritional powders,80,4,3
Pudding,0,72,61
Pudding,10,43,37
Pudding,20,19,16
Pudding,30,21,20
Pudding,40,16,14
Pudding,50,38,32
Pudding,60,35,33
Pudding,70,29,26
Pudding,80,26,20
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",0,1175,847
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",10,710,536
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",20,213,174
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",30,188,155
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",40,153,120
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",50,132,109
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",60,128,99
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",70,117,96
"Ready-to-eat cereal, higher sugar (>21.2g/100g)",80,81,61
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",0,609,460
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",10,250,196
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",20,103,82
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",30,138,112
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",40,90,69
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",50,136,107
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",60,195,136
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",70,141,104
"Ready-to-eat cereal, lower sugar (=<21.2g/100g)",80,115,76
Rice,0,674,469
Rice,10,419,294
Rice,20,323,226
Rice,30,375,226
Rice,40,355,230
Rice,50,375,231
Rice,60,327,221
Rice,70,179,117
Rice,80,71,42
Rice mixed dishes,0,377,295
Rice mixed dishes,10,157,139
Rice mixed dishes,20,134,113
Rice mixed dishes,30,139,111
Rice mixed dishes,40,104,89
Rice mixed dishes,50,136,114
Rice mixed dishes,60,127,98
Rice mixed dishes,70,52,36
Rice mixed dishes,80,10,7
Rolls and buns,0,426,375
Rolls and buns,10,555,451
Rolls and buns,20,268,221
Rolls and buns,30,236,202
Rolls and buns,40,232,192
Rolls and buns,50,231,189
Rolls and buns,60,228,176
Rolls and buns,70,119,95
Rolls and buns,80,79,61
Salad dressings and vegetable oils,0,299,250
Salad dressings and vegetable oils,10,355,278
Salad dressings and vegetable oils,20,276,215
Salad dressings and vegetable oils,30,255,197
Salad dressings and vegetable oils,40,248,198
Salad dressings and vegetable oils,50,303,227
Salad dressings and vegetable oils,60,317,225
Salad dressings and vegetable oils,70,154,117
Salad dressings and vegetable oils,80,97,68
Saltine crackers,0,159,144
Saltine crackers,10,59,52
Saltine crackers,20,30,25
Saltine crackers,30,46,42
Saltine crackers,40,67,60
Saltine crackers,50,78,65
Saltine crackers,60,112,95
Saltine crackers,70,65,55
Saltine crackers,80,41,31
Sausages,0,304,258
Sausages,10,193,159
Sausages,20,100,91
Sausages,30,94,82
Sausages,40,123,103
Sausages,50,142,125
Sausages,60,157,126
Sausages,70,55,49
Sausages,80,38,31
Seafood mixed dishes,0,84,81
Seafood mixed dishes,10,61,58
Seafood mixed dishes,20,59,52
Seafood mixed dishes,30,57,52
Seafood mixed dishes,40,68,58
Seafood mixed dishes,50,90,78
Seafood mixed dishes,60,69,59
Seafood mixed dishes,70,36,35
Seafood mixed dishes,80,29,26
Shellfish,0,63,57
Shellfish,10,88,69
Shellfish,20,79,60
Shellfish,30,84,64
Shellfish,40,73,58
Shellfish,50,68,58
Shellfish,60,51,42
Shellfish,70,32,25
Shellfish,80,16,15
Soft drinks,0,904,616
Soft drinks,10,1434,800
Soft drinks,20,952,467
Soft drinks,30,869,418
Soft drinks,40,746,366
Soft drinks,50,601,302
Soft drinks,60,470,267
Soft drinks,70,218,126
Soft drinks,80,90,60
Soups,0,661,471
Soups,10,363,275
Soups,20,244,174
Soups,30,261,178
Soups,40,256,186
Soups,50,302,186
Soups,60,275,196
Soups,70,173,119
Soups,80,124,87
Soy-based condiments,0,44,41
Soy-based condiments,10,60,49
Soy-based condiments,20,74,55
Soy-based condiments,30,74,56
Soy-based condiments,40,66,45
Soy-based condiments,50,63,51
Soy-based condiments,60,38,34
Soy-based condiments,70,22,17
Soy-based condiments,80,11,10
Sport and energy drinks,0,199,136
Sport and energy drinks,10,285,206
Sport and energy drinks,20,141,108
Sport and energy drinks,30,123,86
Sport and energy drinks,40,73,56
Sport and energy drinks,50,43,35
Sport and energy drinks,60,42,20
Sport and energy drinks,70,22,16
Sport and energy drinks,80,20,8
Stir-fry and soy-based sauce mixtures,0,91,78
Stir-fry and soy-based sauce mixtures,10,113,93
Stir-fry and soy-based sauce mixtures,20,108,83
Stir-fry and soy-based sauce mixtures,30,97,73
Stir-fry and soy-based sauce mixtures,40,75,60
Stir-fry and soy-based sauce mixtures,50,101,65
Stir-fry and soy-based sauce mixtures,60,57,40
Stir-fry and soy-based sauce mixtures,70,30,19
Stir-fry and soy-based sauce mixtures,80,22,17
String beans,0,233,197
String beans,10,79,74
String beans,20,67,64
String beans,30,60,58
String beans,40,77,69
String beans,50,98,89
String beans,60,105,94
String beans,70,82,72
String beans,80,54,46
Sugar substitutes,0,10,8
Sugar substitutes,10,13,11
Sugar substitutes,20,51,36
Sugar substitutes,30,138,73
Sugar substitutes,40,178,93
Sugar substitutes,50,226,114
Sugar substitutes,60,368,164
Sugar substitutes,70,249,113
Sugar substitutes,80,115,52
Sugars and honey,0,296,226
Sugars and honey,10,240,198
Sugars and honey,20,323,222
Sugars and honey,30,482,262
Sugars and honey,40,575,300
Sugars and honey,50,598,313
Sugars and honey,60,629,316
Sugars and honey,70,241,129
Sugars and honey,80,196,111
Tap water,0,3133,1171
Tap water,10,1907,886
Tap water,20,1431,556
Tap water,30,1363,514
Tap water,40,1309,478
Tap water,50,1426,516
Tap water,60,1460,499
Tap water,70,868,317
Tap water,80,596,210
Tea,0,308,216
Tea,10,545,373
Tea,20,467,289
Tea,30,521,294
Tea,40,625,301
Tea,50,671,313
Tea,60,657,308
Tea,70,330,158
Tea,80,207,88
Tomato-based condiments,0,964,646
Tomato-based condiments,10,950,619
Tomato-based condiments,20,515,339
Tomato-based condiments,30,434,292
Tomato-based condiments,40,400,262
Tomato-based condiments,50,303,209
Tomato-based condiments,60,258,174
Tomato-based condiments,70,98,72
Tomato-based condiments,80,49,39
Tomatoes,0,247,213
Tomatoes,10,286,238
Tomatoes,20,276,215
Tomatoes,30,301,231
Tomatoes,40,324,244
Tomatoes,50,363,269
Tomatoes,60,396,279
Tomatoes,70,245,166
Tomatoes,80,129,87
"Tortilla, corn, other chips",0,736,572
"Tortilla, corn, other chips",10,655,508
"Tortilla, corn, other chips",20,246,198
"Tortilla, corn, other chips",30,206,171
"Tortilla, corn, other chips",40,176,146
"Tortilla, corn, other chips",50,135,113
"Tortilla, corn, other chips",60,117,90
"Tortilla, corn, other chips",70,64,55
"Tortilla, corn, other chips",80,35,28
Tortillas,0,300,213
Tortillas,10,200,153
Tortillas,20,104,82
Tortillas,30,166,110
Tortillas,40,132,92
Tortillas,50,121,87
Tortillas,60,95,64
Tortillas,70,40,29
Tortillas,80,7,5
"Turkey, duck, other poultry",0,65,55
"Turkey, duck, other poultry",10,45,41
"Turkey, duck, other poultry",20,26,24
"Turkey, duck, other poultry",30,36,31
"Turkey, duck, other poultry",40,49,43
"Turkey, duck, other poultry",50,50,41
"Turkey, duck, other poultry",60,61,54
"Turkey, duck, other poultry",70,38,31
"Turkey, duck, other poultry",80,16,13
Turnovers and other grain-based items,0,73,68
Turnovers and other grain-based items,10,80,75
Turnovers and other grain-based items,20,55,50
Turnovers and other grain-based items,30,46,40
Turnovers and other grain-based items,40,42,38
Turnovers and other grain-based items,50,41,38
Turnovers and other grain-based items,60,28,27
Turnovers and other grain-based items,70,17,11
Turnovers and other grain-based items,80,10,9
Vegetable juice,0,42,29
Vegetable juice,10,15,13
Vegetable juice,20,15,14
Vegetable juice,30,12,11
Vegetable juice,40,23,19
Vegetable juice,50,15,12
Vegetable juice,60,58,37
Vegetable juice,70,33,21
Vegetable juice,80,16,10
Vegetable mixed dishes,0,79,73
Vegetable mixed dishes,10,60,55
Vegetable mixed dishes,20,65,57
Vegetable mixed dishes,30,96,79
Vegetable mixed dishes,40,82,68
Vegetable mixed dishes,50,94,79
Vegetable mixed dishes,60,102,88
Vegetable mixed dishes,70,83,70
Vegetable mixed dishes,80,40,33
"White potatoes, baked or boiled",0,77,69
"White potatoes, baked or boiled",10,60,57
"White potatoes, baked or boiled",20,43,35
"White potatoes, baked or boiled",30,40,39
"White potatoes, baked or boiled",40,54,46
"White potatoes, baked or boiled",50,59,57
"White potatoes, baked or boiled",60,83,71
"White potatoes, baked or boiled",70,47,45
"White potatoes, baked or boiled",80,20,19
Wine,10,6,6
Wine,20,75,66
Wine,30,74,63
Wine,40,99,71
Wine,50,121,84
Wine,60,134,91
Wine,70,77,44
Wine,80,51,28
Yeast breads,0,1674,1067
Yeast breads,10,1133,772
Yeast breads,20,647,429
Yeast breads,30,721,446
Yeast breads,40,716,445
Yeast breads,50,907,510
Yeast breads,60,919,518
Yeast breads,70,602,317
Yeast breads,80,406,205
"Yogurt, lowfat and nonfat",0,481,376
"Yogurt, lowfat and nonfat",10,133,110
"Yogurt, lowfat and nonfat",20,80,65
"Yogurt, lowfat and nonfat",30,115,87
"Yogurt, lowfat and nonfat",40,144,97
"Yogurt, lowfat and nonfat",50,114,85
"Yogurt, lowfat and nonfat",60,115,78
"Yogurt, lowfat and nonfat",70,68,50
"Yogurt, lowfat and nonfat",80,36,24
"Yogurt, whole and reduced fat",0,170,131
"Yogurt, whole and reduced fat",10,23,23
"Yogurt, whole and reduced fat",20,18,15
"Yogurt, whole and reduced fat",30,40,32
"Yogurt, whole and reduced fat",40,17,14
"Yogurt, whole and reduced fat",50,17,14
"Yogurt, whole and reduced fat",60,15,12
"Yogurt, whole and reduced fat",70,11,9
"Yogurt, whole and reduced fat",80,3,2
~ALL~,0,60633,2210
~ALL~,10,36556,1508
~ALL~,20,22295,885
~ALL~,30,23365,829
~ALL~,40,23224,781
~ALL~,50,24747,805
~ALL~,60,24570,777
~ALL~,70,14139,444
~ALL~,80,9075,280
