food_code,food_code_description,category_number,category_description,reports_day1,reports_day2
23104010,"Lamb, loin chop, cooked, lean and fat eaten",2008,"Lamb, goat, game",0,1
23104020,"Lamb, loin chop, cooked, lean only eaten",2008,"Lamb, goat, game",3,2
23107000,"Lamb, shoulder chop, cooked, NS as to fat eaten",2008,"Lamb, goat, game",0,0
23107010,"Lamb, shoulder chop, cooked, lean and fat eaten",2008,"Lamb, goat, game",0,0
23107020,"Lamb, shoulder chop, cooked, lean only eaten",2008,"Lamb, goat, game",0,0
23110000,"Lamb, ribs, cooked, lean only eaten",2008,"Lamb, goat, game",0,2
23110010,"Lamb, ribs, cooked, NS as to fat eaten",2008,"Lamb, goat, game",0,0
23110050,"Lamb, ribs, cooked, lean and fat eaten",2008,"Lamb, goat, game",1,0
23111010,"Lamb hocks, cooked",2008,"Lamb, goat, game",0,0
23120100,"Lamb, roast, cooked, NS as to fat eaten",2008,"Lamb, goat, game",0,1
23120110,"Lamb, roast, cooked, lean and fat eaten",2008,"Lamb, goat, game",1,0
23120120,"Lamb, roast, cooked, lean only eaten",2008,"Lamb, goat, game",2,1
23132000,"Lamb, ground or patty, cooked",2008,"Lamb, goat, game",1,1
23150100,"Goat, boiled",2008,"Lamb, goat, game",7,7
23150200,"Goat, fried",2008,"Lamb, goat, game",0,0
23150250,"Goat, baked",2008,"Lamb, goat, game",3,0
23150270,"Goat head, cooked",2008,"Lamb, goat, game",0,0
23150300,"Goat ribs, cooked",2008,"Lamb, goat, game",1,0
23200100,"Veal, NS as to cut, cooked, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23200110,"Veal, NS as to cut, cooked, lean and fat eaten",2002,"Beef, excludes ground",0,0
23200120,"Veal, NS as to cut, cooked, lean only eaten",2002,"Beef, excludes ground",0,0
23201010,"Veal chop, NS as to cooking method, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23201020,"Veal chop, NS as to cooking method, lean and fat eaten",2002,"Beef, excludes ground",0,0
23201030,"Veal chop, NS as to cooking method, lean only eaten",2002,"Beef, excludes ground",0,0
23203010,"Veal chop, fried, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23203020,"Veal chop, fried, lean and fat eaten",2002,"Beef, excludes ground",0,0
23203030,"Veal chop, fried, lean only eaten",2002,"Beef, excludes ground",0,0
23203100,"Veal chop, broiled, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23203110,"Veal chop, broiled, lean and fat eaten",2002,"Beef, excludes ground",0,0
23203120,"Veal chop, broiled, lean only eaten",2002,"Beef, excludes ground",0,0
23204010,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23204020,"Veal cutlet or steak, NS as to cooking method, lean and fat eaten",2002,"Beef, excludes ground",0,0
23204030,"Veal cutlet or steak, NS as to cooking method, lean only eaten",2002,"Beef, excludes ground",0,0
23204200,"Veal cutlet or steak, broiled, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23204210,"Veal cutlet or steak, broiled, lean and fat eaten",2002,"Beef, excludes ground",0,0
23204220,"Veal cutlet or steak, broiled, lean only eaten",2002,"Beef, excludes ground",0,0
23205010,"Veal cutlet or steak, fried, NS as to fat eaten",2002,"Beef, excludes ground",0,1
23205020,"Veal cutlet or steak, fried, lean and fat eaten",2002,"Beef, excludes ground",0,0
23205030,"Veal cutlet or steak, fried, lean only eaten",2002,"Beef, excludes ground",0,0
23210010,"Veal, roasted, NS as to fat eaten",2002,"Beef, excludes ground",0,0
23210020,"Veal, roasted, lean and fat eaten",2002,"Beef, excludes ground",0,0
23210030,"Veal, roasted, lean only eaten",2002,"Beef, excludes ground",1,1
23220010,"Veal, ground or patty, cooked",2002,"Beef, excludes ground",0,0
23220020,"Mock chicken legs, cooked",2002,"Beef, excludes ground",0,0
23220030,"Veal patty, breaded, cooked",2002,"Beef, excludes ground",1,1
23310000,"Rabbit, NS as to domestic or wild, cooked",2008,"Lamb, goat, game",0,1
23311100,"Rabbit, domestic, NS as to cooking method",2008,"Lamb, goat, game",0,0
23311120,"Rabbit, NS as to domestic or wild, breaded, fried",2008,"Lamb, goat, game",0,0
23311200,"Rabbit, wild, cooked",2008,"Lamb, goat, game",0,0
23321000,"Venison/deer, NFS",2008,"Lamb, goat, game",0,0
23321050,"Venison/deer, cured",2602,Cold cuts and cured meats,0,0
23321100,"Venison/deer, roasted",2008,"Lamb, goat, game",0,1
23321200,"Venison/deer steak, cooked, NS as to cooking method",2008,"Lamb, goat, game",5,2
23321250,"Venison/deer steak, breaded or floured, cooked, NS as to cooking method",2008,"Lamb, goat, game",1,0
23321900,Venison/deer jerky,2602,Cold cuts and cured meats,3,1
23322100,Deer bologna,2602,Cold cuts and cured meats,8,2
23322300,"Deer chop, cooked",2008,"Lamb, goat, game",2,0
23322350,"Venison/deer ribs, cooked",2008,"Lamb, goat, game",0,1
23322400,"Venison/deer, stewed",2008,"Lamb, goat, game",0,0
23323100,"Moose, cooked",2008,"Lamb, goat, game",0,0
23323500,"Bear, cooked",2008,"Lamb, goat, game",0,0
23324100,"Caribou, cooked",2008,"Lamb, goat, game",0,0
23326100,"Bison, cooked",2008,"Lamb, goat, game",5,2
23331100,"Ground hog, cooked",2008,"Lamb, goat, game",0,0
23332100,"Opossum, cooked",2008,"Lamb, goat, game",0,0
23333100,"Squirrel, cooked",2008,"Lamb, goat, game",0,2
23334100,"Beaver, cooked",2008,"Lamb, goat, game",0,1
23335100,"Raccoon, cooked",2008,"Lamb, goat, game",0,0
23340100,"Armadillo, cooked",2008,"Lamb, goat, game",0,0
23345100,"Wild pig, smoked",2008,"Lamb, goat, game",0,0
23350100,"Ostrich, cooked",2206,"Turkey, duck, other poultry",0,0
23410010,"Lamb, baby food, strained",9008,Baby food: meat and dinners,0,0
23420010,"Veal, baby food, strained",9008,Baby food: meat and dinners,0,0
24100000,"Chicken, NS as to part and cooking method, NS as to skin eaten",2202,"Chicken, whole pieces",106,111
24100010,"Chicken, NS as to part and cooking method, skin eaten",2202,"Chicken, whole pieces",0,0
24100020,"Chicken, NS as to part and cooking method, skin not eaten",2202,"Chicken, whole pieces",5,1
24102000,"Chicken, NS as to part, roasted, broiled, or baked, NS as to skin eaten",2202,"Chicken, whole pieces",26,26
24102010,"Chicken, NS as to part, roasted, broiled, or baked, skin eaten",2202,"Chicken, whole pieces",10,3
24102020,"Chicken, NS as to part, roasted, broiled, or baked, skin not eaten",2202,"Chicken, whole pieces",25,10
24103000,"Chicken, NS as to part, stewed, NS as to skin eaten",2202,"Chicken, whole pieces",7,2
24103010,"Chicken, NS as to part, stewed, skin eaten",2202,"Chicken, whole pieces",3,1
24103020,"Chicken, NS as to part, stewed, skin not eaten",2202,"Chicken, whole pieces",6,7
24104000,"Chicken, NS as to part, fried, no coating, NS as to skin eaten",2202,"Chicken, whole pieces",10,14
24104010,"Chicken, NS as to part, fried, no coating, skin eaten",2202,"Chicken, whole pieces",0,1
24104020,"Chicken, NS as to part, fried, no coating, skin not eaten",2202,"Chicken, whole pieces",3,4
24107000,"Chicken, NS as to part, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",1,2
24107010,"Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",8,1
24107020,"Chicken, NS as to part, coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",1,0
24107040,"Chicken, NS as to part, coated, baked or fried, prepared skinless, NS as to coating eaten",2202,"Chicken, whole pieces",2,1
24107050,"Chicken, NS as to part, coated, baked or fried, prepared skinless, coating eaten",2202,"Chicken, whole pieces",6,4
24107060,"Chicken, NS as to part, coated, baked or fried, prepared skinless, coating not eaten",2202,"Chicken, whole pieces",0,0
24120100,"Chicken, breast, NS as to cooking method, NS as to skin eaten",2202,"Chicken, whole pieces",5,10
24120110,"Chicken, breast, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",0,1
24120120,"Chicken, breast, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",8,11
24122100,"Chicken, breast, roasted, broiled, or baked, NS as to skin eaten",2202,"Chicken, whole pieces",10,6
24122110,"Chicken, breast, roasted, broiled, or baked, skin eaten",2202,"Chicken, whole pieces",55,36
24122120,"Chicken, breast, roasted, broiled, or baked, skin not eaten",2202,"Chicken, whole pieces",232,259
24123100,"Chicken, breast, stewed, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24123110,"Chicken, breast, stewed, skin eaten",2202,"Chicken, whole pieces",3,8
24123120,"Chicken, breast, stewed, skin not eaten",2202,"Chicken, whole pieces",44,40
24124100,"Chicken, breast, fried, no coating, NS as to skin eaten",2202,"Chicken, whole pieces",3,8
24124110,"Chicken, breast, fried, no coating, skin eaten",2202,"Chicken, whole pieces",15,18
24124120,"Chicken, breast, fried, no coating, skin not eaten",2202,"Chicken, whole pieces",95,146
24127100,"Chicken, breast, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",1,4
24127110,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",53,41
24127120,"Chicken, breast, coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",9,8
24127125,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",1,0
24127130,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",37,29
24127135,"Chicken, breast, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",8,5
24127140,"Chicken, breast, coated, baked or fried, prepared skinless, NS as to coating eaten",2202,"Chicken, whole pieces",6,7
24127150,"Chicken, breast, coated, baked or fried, prepared skinless, coating eaten",2202,"Chicken, whole pieces",63,75
24127160,"Chicken, breast, coated, baked or fried, prepared skinless, coating not eaten",2202,"Chicken, whole pieces",4,9
24130200,"Chicken, leg (drumstick and thigh), NS as to cooking method, NS as to skin eaten",2202,"Chicken, whole pieces",0,1
24130210,"Chicken, leg (drumstick and thigh), NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",1,1
24130220,"Chicken, leg (drumstick and thigh), NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",0,0
24132200,"Chicken, leg (drumstick and thigh), roasted, broiled, or baked, NS as to skin eaten",2202,"Chicken, whole pieces",0,1
24132210,"Chicken, leg (drumstick and thigh), roasted, broiled, or baked, skin eaten",2202,"Chicken, whole pieces",24,15
24132220,"Chicken, leg (drumstick and thigh), roasted, broiled, or baked, skin not eaten",2202,"Chicken, whole pieces",18,23
24133200,"Chicken, leg (drumstick and thigh), stewed, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24133210,"Chicken, leg (drumstick and thigh), stewed, skin eaten",2202,"Chicken, whole pieces",1,0
24133220,"Chicken, leg (drumstick and thigh), stewed, skin not eaten",2202,"Chicken, whole pieces",3,4
24134200,"Chicken, leg (drumstick and thigh), fried, no coating, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24134210,"Chicken, leg (drumstick and thigh), fried, no coating, skin eaten",2202,"Chicken, whole pieces",5,3
24134220,"Chicken, leg (drumstick and thigh), fried, no coating, skin not eaten",2202,"Chicken, whole pieces",3,5
24137200,"Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",0,0
24137210,"Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",16,13
24137220,"Chicken, leg (drumstick and thigh), coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",2,3
24137240,"Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, NS as to coating eaten",2202,"Chicken, whole pieces",0,0
24137250,"Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating eaten",2202,"Chicken, whole pieces",1,3
24137260,"Chicken, leg (drumstick and thigh), coated, baked or fried, prepared skinless, coating not eaten",2202,"Chicken, whole pieces",0,0
24140200,"Chicken, drumstick, NS as to cooking method, NS as to skin eaten",2202,"Chicken, whole pieces",6,2
24140210,"Chicken, drumstick, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",1,2
24140220,"Chicken, drumstick, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",0,2
24142200,"Chicken, drumstick, roasted, broiled, or baked, NS as to skin eaten",2202,"Chicken, whole pieces",2,2
24142210,"Chicken, drumstick, roasted, broiled, or baked, skin eaten",2202,"Chicken, whole pieces",60,57
24142220,"Chicken, drumstick, roasted, broiled, or baked, skin not eaten",2202,"Chicken, whole pieces",51,70
24143200,"Chicken, drumstick, stewed, NS as to skin eaten",2202,"Chicken, whole pieces",0,3
24143210,"Chicken, drumstick, stewed, skin eaten",2202,"Chicken, whole pieces",9,8
24143220,"Chicken, drumstick, stewed, skin not eaten",2202,"Chicken, whole pieces",28,17
24144200,"Chicken, drumstick, fried, no coating, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24144210,"Chicken, drumstick, fried, no coating, skin eaten",2202,"Chicken, whole pieces",39,28
24144220,"Chicken, drumstick, fried, no coating, skin not eaten",2202,"Chicken, whole pieces",29,37
24147200,"Chicken, drumstick, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",0,0
24147210,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",91,71
24147220,"Chicken, drumstick, coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",13,10
24147225,"Chicken, drumstick, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",0,2
24147230,"Chicken, drumstick, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",49,32
24147235,"Chicken, drumstick, from fast food, coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",12,6
24147240,"Chicken, drumstick, coated, baked or fried, prepared skinless, NS as to coating eaten",2202,"Chicken, whole pieces",2,1
24147250,"Chicken, drumstick, coated, baked or fried, prepared skinless, coating eaten",2202,"Chicken, whole pieces",5,10
24147260,"Chicken, drumstick, coated, baked or fried, prepared skinless, coating not eaten",2202,"Chicken, whole pieces",0,8
24150200,"Chicken, thigh, NS as to cooking method, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24150210,"Chicken, thigh, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",2,0
24150220,"Chicken, thigh, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",4,0
24152200,"Chicken, thigh, roasted, broiled, or baked,  NS as to skin eaten",2202,"Chicken, whole pieces",1,0
24152210,"Chicken, thigh, roasted, broiled, or baked, skin eaten",2202,"Chicken, whole pieces",26,25
24152220,"Chicken, thigh, roasted, broiled, or baked, skin not eaten",2202,"Chicken, whole pieces",28,38
24153200,"Chicken, thigh, stewed, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24153210,"Chicken, thigh, stewed, skin eaten",2202,"Chicken, whole pieces",2,3
24153220,"Chicken, thigh, stewed, skin not eaten",2202,"Chicken, whole pieces",14,11
24154200,"Chicken, thigh, fried, no coating, NS as to skin eaten",2202,"Chicken, whole pieces",1,0
24154210,"Chicken, thigh, fried, no coating, skin eaten",2202,"Chicken, whole pieces",15,14
24154220,"Chicken, thigh, fried, no coating, skin not eaten",2202,"Chicken, whole pieces",19,24
24157200,"Chicken, thigh, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",0,1
24157210,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",21,25
24157220,"Chicken, thigh, coated, baked or fried, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",6,3
24157225,"Chicken, thigh, from fast food, coated, baked or fried, prepared with skin, NS as to skin/coating eaten",2202,"Chicken, whole pieces",0,2
24157230,"Chicken, thigh, from fast food, coated, baked or fried, prepared with skin, skin/coating eaten",2202,"Chicken, whole pieces",38,24
24157235,"Chicken, thigh, from fast food, coated, baked or broiled, prepared with skin, skin/coating not eaten",2202,"Chicken, whole pieces",8,3
24157240,"Chicken, thigh, coated, baked or fried, prepared skinless, NS as to coating eaten",2202,"Chicken, whole pieces",0,1
24157250,"Chicken, thigh, coated, baked or fried, prepared skinless, coating eaten",2202,"Chicken, whole pieces",3,14
24157260,"Chicken, thigh, coated, baked or fried, prepared skinless, coating not eaten",2202,"Chicken, whole pieces",2,3
24160100,"Chicken, wing, NS as to cooking method, NS as to skin eaten",2202,"Chicken, whole pieces",3,1
24160110,"Chicken, wing, NS as to cooking method, skin eaten",2202,"Chicken, whole pieces",4,2
24160120,"Chicken, wing, NS as to cooking method, skin not eaten",2202,"Chicken, whole pieces",2,0
24162100,"Chicken, wing, roasted, broiled, or baked, NS as to skin eaten",2202,"Chicken, whole pieces",0,0
24162110,"Chicken, wing, roasted, broiled, or baked, skin eaten",2202,"Chicken, whole pieces",57,48
24162120,"Chicken, wing, roasted, broiled, or baked, skin not eaten",2202,"Chicken, whole pieces",19,26
